,Server,Waiting pc
0,0,1.0869565217391324
1,0,1.5171198513266961
2,0,1.8796199331093164
3,0,2.183167717405257
4,0,2.4352517843990897
5,0,2.590156707500853
6,0,2.8386110365105894
7,0,3.078224569013674
8,0,3.241438022634513
9,0,3.3919220172249207
10,0,3.5466981611958976
11,0,3.7334397077222117
12,0,3.959570470763058
13,0,4.034137219043377
14,0,4.206252305769418
15,0,4.380826208717963
16,0,4.588812951338115
17,0,4.6618027151878545
18,0,4.7887205254007
19,0,4.963301043822162
20,0,5.0980726672952565
21,0,5.330704444914149
22,0,5.47834744194367
23,0,5.628160395712601
24,0,5.775283985648349
25,0,5.8303162422216115
26,0,5.967959337650229
27,0,6.0450429154251974
28,0,6.233037403487158
29,0,6.403253758998754
30,0,6.549826010616696
31,0,6.680507675906246
32,0,6.736584367124923
33,0,6.90830167413732
34,0,6.966806403915863
35,0,7.0860491571019395
36,0,7.250403603637023
37,0,7.465918310012586
38,0,7.541857283586786
39,0,7.732947134515506
40,0,7.8049295627909805
41,0,7.9187290519573645
42,0,8.07679834728683
43,0,8.234366780889884
44,0,8.400777642878449
45,0,8.490028909704737
46,0,8.555619741780415
47,0,8.726111597199623
48,0,8.762804625271285
49,0,8.820656587532037
50,0,8.929681024159265
51,0,9.006683385016153
52,0,9.180286017965988
53,0,9.285559154375655
54,0,9.32314843055023
55,0,9.354692453005596
56,0,9.59782971320363
57,0,9.688952757844373
58,0,9.758848969249922
59,0,9.927963021239343
60,0,10.124775002301973
61,0,10.338535165932036
62,0,10.469734197379479
63,0,10.517253398022818
64,0,10.66930784191066
65,0,10.703695089099602
66,0,10.77191770581556
67,0,10.851797398459205
68,0,11.003508293977136
69,0,11.100955060225843
70,0,11.217767847514079
71,0,11.283146185714442
72,0,11.367785788627955
73,0,11.430620736824547
74,0,11.512504238449978
75,0,11.55467559697684
76,0,11.677125404842696
77,0,11.878314953797604
78,0,12.032705411374463
79,0,12.183330206724193
80,0,12.223473306794714
81,0,12.435100899044743
82,0,12.515866423220684
83,0,12.642058865480506
84,0,12.748486062301206
85,0,12.859548433927186
86,0,12.986704823436241
87,0,13.118969125907396
88,0,13.117106585343326
89,0,13.25614771867031
90,0,13.371486720251763
91,0,13.416478871594844
92,0,13.533712590006955
93,0,13.654195154942535
94,0,13.80714586278378
95,0,13.928443036507955
96,0,13.951160829230378
97,0,14.127687177984823
98,0,14.351598007310235
99,0,14.542495613908226
100,0,14.603417513733978
101,0,14.747600651582596
102,0,14.826506662772019
103,0,14.870101984821321
104,0,14.971341555964575
105,0,15.069473644114078
106,0,15.123747171337111
107,0,15.285450996620085
108,0,15.44593696569175
109,0,15.519806704077299
110,0,15.609810547765314
111,0,15.673019234091722
112,0,15.792920474198617
113,0,16.001938596151238
114,0,16.051191282953127
115,0,16.193951650378708
116,0,16.346242348482804
117,0,16.38128103761085
118,0,16.526229344957418
119,0,16.702121358446817
120,0,16.748114611912865
121,0,16.9022947263577
122,0,16.965870343537738
123,0,17.05166548529952
124,0,17.134009766248077
125,0,17.21666560710447
126,0,17.289731836459964
127,0,17.4436847473051
128,0,17.470785627798698
129,0,17.595639353565563
130,0,17.745630623861384
131,0,17.828943422422242
132,0,17.85688372878102
133,0,17.9582560065057
134,0,17.99225031227478
135,0,18.06522735068177
136,0,18.21743414676573
137,0,18.309641756032413
138,0,18.43905070942898
139,0,18.538350233567353
140,0,18.579468294970116
141,0,18.72304517045938
142,0,18.814461518075664
143,0,18.9110478255904
144,0,19.091408958435036
145,0,19.283196062447338
146,0,19.35401972685504
147,0,19.352610704790024
148,0,19.44056111960177
149,0,19.48556219411162
150,0,19.494552263874827
151,0,19.63719720973838
152,0,19.755520935727873
153,0,19.834999269630373
154,0,19.83621026563735
155,0,19.95905434381403
156,0,20.097736805864194
157,0,20.243058750434713
158,0,20.19067081919094
159,0,20.292152226436453
160,0,20.410167637921205
161,0,20.45570309708289
162,0,20.523882475922008
163,0,20.63629940558965
164,0,20.782641870903014
165,0,20.833759003180838
166,0,21.029286097538726
167,0,21.065469569623367
168,0,21.24356861386807
169,0,21.392081403712474
170,0,21.55541971569373
171,0,21.6387387315095
172,0,21.660916974157967
173,0,21.628065945157662
174,0,21.651594414723455
175,0,21.69373499909391
176,0,21.759353508478227
177,0,21.882275979383728
178,0,22.024572974957973
179,0,22.086339967022646
180,0,22.186888084360238
181,0,22.33933314265327
182,0,22.45839236210297
183,0,22.53959040735377
184,0,22.706856652758745
185,0,22.787368292228418
186,0,22.91789471380915
187,0,23.00546600882491
188,0,23.084027846126858
189,0,23.165129449806713
190,0,23.251837966543405
191,0,23.386351888938087
192,0,23.523369479694516
193,0,23.654359432722547
194,0,23.69112898750787
195,0,23.77900472050287
196,0,23.945654647971487
197,0,23.939576474498264
198,0,23.985851858330996
199,0,24.015749807157725
200,0,24.14423356473199
201,0,24.305135113129886
202,0,24.459416540495635
203,0,24.51149470697937
204,0,24.63054919573942
205,0,24.700188163516067
206,0,24.717176522576754
207,0,24.8533545072716
